Zone,Month,Day,Year,Hour,Total Demand
125,6,2,2022,8,27
125,6,2,2022,9,29
125,6,2,2022,10,29
125,6,2,2022,11,23
125,6,2,2022,12,22
125,6,2,2022,13,29
125,6,2,2022,14,28
125,6,2,2022,15,26
125,6,2,2022,16,20
125,6,2,2022,17,15
125,6,2,2022,18,24
125,6,2,2022,19,30
125,6,2,2022,20,29
125,6,2,2022,21,31
125,6,2,2022,22,35
125,6,2,2022,23,46
125,6,2,2022,24,0
125,6,3,2022,0,17
125,6,3,2022,1,19
125,6,3,2022,2,10
125,6,3,2022,3,10
125,6,3,2022,4,8
125,6,3,2022,5,5
125,6,3,2022,6,6
125,6,3,2022,7,14
125,6,3,2022,8,23
125,6,3,2022,9,26
125,6,3,2022,10,33
125,6,3,2022,11,25
125,6,3,2022,12,32
125,6,3,2022,13,22
125,6,3,2022,14,20
125,6,3,2022,15,15
125,6,3,2022,16,15
125,6,3,2022,17,16
125,6,3,2022,18,28
125,6,3,2022,19,43
125,6,3,2022,20,36
125,6,3,2022,21,45
125,6,3,2022,22,46
125,6,3,2022,23,38
125,6,3,2022,24,0
125,6,4,2022,0,47
125,6,4,2022,1,57
125,6,4,2022,2,40
125,6,4,2022,3,20
125,6,4,2022,4,7
125,6,4,2022,5,3
125,6,4,2022,6,4
125,6,4,2022,7,2
125,6,4,2022,8,9
125,6,4,2022,9,13
125,6,4,2022,10,28
125,6,4,2022,11,35
125,6,4,2022,12,28
125,6,4,2022,13,25
125,6,4,2022,14,30
125,6,4,2022,15,24
125,6,4,2022,16,34
125,6,4,2022,17,43
125,6,4,2022,18,35
125,6,4,2022,19,49
125,6,4,2022,20,35
125,6,4,2022,21,43
125,6,4,2022,22,33
125,6,4,2022,23,56
125,6,4,2022,24,0
125,6,5,2022,0,45
125,6,5,2022,1,39
125,6,5,2022,2,32
125,6,5,2022,3,18
125,6,5,2022,4,9
125,6,5,2022,5,4
125,6,5,2022,6,0
125,6,5,2022,7,3
125,6,5,2022,8,2
125,6,5,2022,9,9
125,6,5,2022,10,18
125,6,5,2022,11,41
125,6,5,2022,12,29
125,6,5,2022,13,28
125,6,5,2022,14,32
125,6,5,2022,15,35
125,6,5,2022,16,20
125,6,5,2022,17,24
125,6,5,2022,18,39
125,6,5,2022,19,31
125,6,5,2022,20,26
125,6,5,2022,21,27
125,6,5,2022,22,26
125,6,5,2022,23,19
125,6,5,2022,24,0
125,6,6,2022,0,4
125,6,6,2022,1,2
125,6,6,2022,2,8
125,6,6,2022,3,6
125,6,6,2022,4,6
125,6,6,2022,5,5
125,6,6,2022,6,11
125,6,6,2022,7,12
125,6,6,2022,8,31
125,6,6,2022,9,20
125,6,6,2022,10,25
125,6,6,2022,11,30
125,6,6,2022,12,26
125,6,6,2022,13,19
125,6,6,2022,14,31
125,6,6,2022,15,35
125,6,6,2022,16,26
125,6,6,2022,17,32
125,6,6,2022,18,38
125,6,6,2022,19,33
125,6,6,2022,20,26
125,6,6,2022,21,34
125,6,6,2022,22,27
125,6,6,2022,23,26
125,6,6,2022,24,0
125,6,7,2022,0,9
125,6,7,2022,1,6
125,6,7,2022,2,2
125,6,7,2022,3,1
125,6,7,2022,4,0
125,6,7,2022,5,0
125,6,7,2022,6,9
125,6,7,2022,7,19
125,6,7,2022,8,42
125,6,7,2022,9,32
125,6,7,2022,10,26
125,6,7,2022,11,36
125,6,7,2022,12,31
125,6,7,2022,13,26
125,6,7,2022,14,30
125,6,7,2022,15,29
125,6,7,2022,16,36
125,6,7,2022,17,35
125,6,7,2022,18,47
125,6,7,2022,19,58
125,6,7,2022,20,49
125,6,7,2022,21,49
125,6,7,2022,22,41
125,6,7,2022,23,43
125,6,7,2022,24,0
125,6,8,2022,0,19
125,6,8,2022,1,1
125,6,8,2022,2,2
125,6,8,2022,3,3
125,6,8,2022,4,1
125,6,8,2022,5,3
125,6,8,2022,6,17
125,6,8,2022,7,22
125,6,8,2022,8,46
125,6,8,2022,9,28
125,6,8,2022,10,37
125,6,8,2022,11,43
125,6,8,2022,12,38
125,6,8,2022,13,36
125,6,8,2022,14,28
125,6,8,2022,15,41
125,6,8,2022,16,34
125,6,8,2022,17,27
125,6,8,2022,18,42
125,6,8,2022,19,53
125,6,8,2022,20,49
125,6,8,2022,21,48
125,6,8,2022,22,41
125,6,8,2022,23,34
125,6,8,2022,24,0
125,6,9,2022,0,22
125,6,9,2022,1,14
125,6,9,2022,2,8
125,6,9,2022,3,4
125,6,9,2022,4,2
125,6,9,2022,5,2
125,6,9,2022,6,12
125,6,9,2022,7,20
125,6,9,2022,8,37
125,6,9,2022,9,24
125,6,9,2022,10,29
125,6,9,2022,11,30
125,6,9,2022,12,21
125,6,9,2022,13,33
125,6,9,2022,14,31
125,6,9,2022,15,33
125,6,9,2022,16,27
125,6,9,2022,17,43
125,6,9,2022,18,34
125,6,9,2022,19,43
125,6,9,2022,20,52
125,6,9,2022,21,43
125,6,9,2022,22,40
125,6,9,2022,23,36
125,6,9,2022,24,0
125,6,10,2022,0,33
125,6,10,2022,1,25
125,6,10,2022,2,23
125,6,10,2022,3,12
125,6,10,2022,4,7
125,6,10,2022,5,3
125,6,10,2022,6,9
125,6,10,2022,7,19
125,6,10,2022,8,27
125,6,10,2022,9,20
125,6,10,2022,10,37
125,6,10,2022,11,23
125,6,10,2022,12,18
125,6,10,2022,13,22
125,6,10,2022,14,28
125,6,10,2022,15,21
125,6,10,2022,16,18
125,6,10,2022,17,24
125,6,10,2022,18,37
125,6,10,2022,19,32
125,6,10,2022,20,29
125,6,10,2022,21,36
125,6,10,2022,22,35
125,6,10,2022,23,55
125,6,10,2022,24,0
125,6,11,2022,0,48
125,6,11,2022,1,59
125,6,11,2022,2,45
125,6,11,2022,3,28
125,6,11,2022,4,11
125,6,11,2022,5,1
125,6,11,2022,6,4
125,6,11,2022,7,5
125,6,11,2022,8,14
125,6,11,2022,9,20
125,6,11,2022,10,13
125,6,11,2022,11,30
125,6,11,2022,12,30
125,6,11,2022,13,34
125,6,11,2022,14,39
125,6,11,2022,15,44
125,6,11,2022,16,38
125,6,11,2022,17,35
125,6,11,2022,18,38
125,6,11,2022,19,49
125,6,11,2022,20,37
125,6,11,2022,21,38
125,6,11,2022,22,45
125,6,11,2022,23,46
125,6,11,2022,24,0
125,6,12,2022,0,44
125,6,12,2022,1,37
125,6,12,2022,2,33
125,6,12,2022,3,18
125,6,12,2022,4,10
125,6,12,2022,5,3
125,6,12,2022,6,3
125,6,12,2022,7,5
125,6,12,2022,8,11
125,6,12,2022,9,12
125,6,12,2022,10,17
125,6,12,2022,11,21
125,6,12,2022,12,23
125,6,12,2022,13,28
125,6,12,2022,14,29
125,6,12,2022,15,40
125,6,12,2022,16,24
125,6,12,2022,17,26
125,6,12,2022,18,35
125,6,12,2022,19,27
125,6,12,2022,20,30
125,6,12,2022,21,23
125,6,12,2022,22,37
125,6,12,2022,23,16
125,6,12,2022,24,0
125,6,13,2022,0,10
125,6,13,2022,1,15
125,6,13,2022,2,6
125,6,13,2022,3,5
125,6,13,2022,4,2
125,6,13,2022,5,2
125,6,13,2022,6,8
125,6,13,2022,7,28
125,6,13,2022,8,38
125,6,13,2022,9,29
125,6,13,2022,10,38
125,6,13,2022,11,24
125,6,13,2022,12,25
125,6,13,2022,13,30
125,6,13,2022,14,26
125,6,13,2022,15,36
125,6,13,2022,16,17
125,6,13,2022,17,36
125,6,13,2022,18,38
125,6,13,2022,19,32
125,6,13,2022,20,33
125,6,13,2022,21,26
125,6,13,2022,22,44
125,6,13,2022,23,20
125,6,13,2022,24,0
125,6,14,2022,0,8
125,6,14,2022,1,3
125,6,14,2022,2,4
125,6,14,2022,3,1
125,6,14,2022,4,1
125,6,14,2022,5,1
125,6,14,2022,6,8
125,6,14,2022,7,33
125,6,14,2022,8,39
125,6,14,2022,9,37
125,6,14,2022,10,32
125,6,14,2022,11,37
125,6,14,2022,12,25
125,6,14,2022,13,24
125,6,14,2022,14,28
125,6,14,2022,15,38
125,6,14,2022,16,29
125,6,14,2022,17,32
125,6,14,2022,18,35
125,6,14,2022,19,51
125,6,14,2022,20,46
125,6,14,2022,21,58
125,6,14,2022,22,38
125,6,14,2022,23,28
125,6,14,2022,24,0
125,6,15,2022,0,21
125,6,15,2022,1,6
125,6,15,2022,2,7
125,6,15,2022,3,0
125,6,15,2022,4,2
125,6,15,2022,5,3
125,6,15,2022,6,11
125,6,15,2022,7,22
125,6,15,2022,8,32
125,6,15,2022,9,28
125,6,15,2022,10,20
125,6,15,2022,11,37
125,6,15,2022,12,24
125,6,15,2022,13,41
125,6,15,2022,14,30
125,6,15,2022,15,27
125,6,15,2022,16,27
125,6,15,2022,17,40
125,6,15,2022,18,51
125,6,15,2022,19,50
125,6,15,2022,20,56
125,6,15,2022,21,51
125,6,15,2022,22,50
125,6,15,2022,23,38
125,6,15,2022,24,0
125,6,16,2022,0,27
125,6,16,2022,1,18
125,6,16,2022,2,6
125,6,16,2022,3,6
125,6,16,2022,4,5
125,6,16,2022,5,0
125,6,16,2022,6,11
125,6,16,2022,7,29
125,6,16,2022,8,26
125,6,16,2022,9,39
125,6,16,2022,10,36
125,6,16,2022,11,31
125,6,16,2022,12,27
125,6,16,2022,13,50
125,6,16,2022,14,30
125,6,16,2022,15,37
125,6,16,2022,16,21
125,6,16,2022,17,32
125,6,16,2022,18,46
125,6,16,2022,19,47
125,6,16,2022,20,34
125,6,16,2022,21,44
125,6,16,2022,22,46
125,6,16,2022,23,48
125,6,16,2022,24,0
125,6,17,2022,0,22
125,6,17,2022,1,13
125,6,17,2022,2,8
125,6,17,2022,3,10
125,6,17,2022,4,2
125,6,17,2022,5,4
125,6,17,2022,6,6
125,6,17,2022,7,16
125,6,17,2022,8,23
125,6,17,2022,9,29
125,6,17,2022,10,30
125,6,17,2022,11,27
125,6,17,2022,12,32
125,6,17,2022,13,29
125,6,17,2022,14,22
125,6,17,2022,15,11
125,6,17,2022,16,18
125,6,17,2022,17,18
125,6,17,2022,18,26
125,6,17,2022,19,34
125,6,17,2022,20,39
125,6,17,2022,21,42
125,6,17,2022,22,45
125,6,17,2022,23,44
125,6,17,2022,24,0
125,6,18,2022,0,54
125,6,18,2022,1,46
125,6,18,2022,2,32
125,6,18,2022,3,22
125,6,18,2022,4,11
125,6,18,2022,5,6
125,6,18,2022,6,5
125,6,18,2022,7,4
125,6,18,2022,8,10
125,6,18,2022,9,19
125,6,18,2022,10,21
125,6,18,2022,11,23
125,6,18,2022,12,23
125,6,18,2022,13,38
125,6,18,2022,14,38
125,6,18,2022,15,38
125,6,18,2022,16,23
125,6,18,2022,17,37
125,6,18,2022,18,45
125,6,18,2022,19,44
125,6,18,2022,20,26
125,6,18,2022,21,35
125,6,18,2022,22,28
125,6,18,2022,23,52
125,6,18,2022,24,0
125,6,19,2022,0,37
125,6,19,2022,1,35
125,6,19,2022,2,28
125,6,19,2022,3,17
125,6,19,2022,4,13
125,6,19,2022,5,5
125,6,19,2022,6,2
125,6,19,2022,7,6
125,6,19,2022,8,10
125,6,19,2022,9,9
125,6,19,2022,10,16
125,6,19,2022,11,26
125,6,19,2022,12,25
125,6,19,2022,13,20
125,6,19,2022,14,26
125,6,19,2022,15,20
125,6,19,2022,16,36
125,6,19,2022,17,18
125,6,19,2022,18,37
125,6,19,2022,19,26
125,6,19,2022,20,18
125,6,19,2022,21,21
125,6,19,2022,22,19
125,6,19,2022,23,20
125,6,19,2022,24,0
125,6,20,2022,0,17
125,6,20,2022,1,13
125,6,20,2022,2,7
125,6,20,2022,3,11
125,6,20,2022,4,8
125,6,20,2022,5,2
125,6,20,2022,6,5
125,6,20,2022,7,5
125,6,20,2022,8,16
125,6,20,2022,9,15
125,6,20,2022,10,25
125,6,20,2022,11,20
125,6,20,2022,12,17
125,6,20,2022,13,23
125,6,20,2022,14,20
125,6,20,2022,15,24
125,6,20,2022,16,25
125,6,20,2022,17,33
125,6,20,2022,18,39
125,6,20,2022,19,32
125,6,20,2022,20,24
125,6,20,2022,21,27
125,6,20,2022,22,23
125,6,20,2022,23,10
125,6,20,2022,24,0
125,6,21,2022,0,13
125,6,21,2022,1,4
125,6,21,2022,2,3
125,6,21,2022,3,1
125,6,21,2022,4,3
125,6,21,2022,5,0
125,6,21,2022,6,13
125,6,21,2022,7,27
125,6,21,2022,8,32
125,6,21,2022,9,43
125,6,21,2022,10,25
125,6,21,2022,11,32
125,6,21,2022,12,24
125,6,21,2022,13,40
125,6,21,2022,14,46
125,6,21,2022,15,40
125,6,21,2022,16,26
125,6,21,2022,17,32
125,6,21,2022,18,64
125,6,21,2022,19,46
125,6,21,2022,20,41
125,6,21,2022,21,42
125,6,21,2022,22,40
125,6,21,2022,23,31
125,6,21,2022,24,0
125,6,22,2022,0,20
125,6,22,2022,1,11
125,6,22,2022,2,2
125,6,22,2022,3,2
125,6,22,2022,4,4
125,6,22,2022,5,1
125,6,22,2022,6,8
125,6,22,2022,7,30
125,6,22,2022,8,37
125,6,22,2022,9,20
125,6,22,2022,10,30
125,6,22,2022,11,39
125,6,22,2022,12,25
125,6,22,2022,13,33
125,6,22,2022,14,39
125,6,22,2022,15,26
125,6,22,2022,16,21
125,6,22,2022,17,47
125,6,22,2022,18,37
125,6,22,2022,19,53
125,6,22,2022,20,45
125,6,22,2022,21,45
125,6,22,2022,22,43
125,6,22,2022,23,25
125,6,22,2022,24,0
125,6,23,2022,0,24
125,6,23,2022,1,19
125,6,23,2022,2,15
125,6,23,2022,3,7
125,6,23,2022,4,7
125,6,23,2022,5,2
125,6,23,2022,6,15
125,6,23,2022,7,18
125,6,23,2022,8,19
125,6,23,2022,9,38
125,6,23,2022,10,31
125,6,23,2022,11,32
125,6,23,2022,12,24
125,6,23,2022,13,32
125,6,23,2022,14,39
125,6,23,2022,15,26
125,6,23,2022,16,17
125,6,23,2022,17,26
125,6,23,2022,18,34
125,6,23,2022,19,49
125,6,23,2022,20,43
125,6,23,2022,21,39
125,6,23,2022,22,35
125,6,23,2022,23,45
125,6,23,2022,24,0
125,6,24,2022,0,35
125,6,24,2022,1,39
125,6,24,2022,2,19
125,6,24,2022,3,12
125,6,24,2022,4,3
125,6,24,2022,5,7
125,6,24,2022,6,11
125,6,24,2022,7,11
125,6,24,2022,8,18
125,6,24,2022,9,20
125,6,24,2022,10,22
125,6,24,2022,11,22
125,6,24,2022,12,19
125,6,24,2022,13,30
125,6,24,2022,14,27
125,6,24,2022,15,12
125,6,24,2022,16,15
125,6,24,2022,17,24
125,6,24,2022,18,42
125,6,24,2022,19,45
125,6,24,2022,20,39
125,6,24,2022,21,36
125,6,24,2022,22,38
125,6,24,2022,23,39
125,6,24,2022,24,0
125,6,25,2022,0,39
125,6,25,2022,1,42
125,6,25,2022,2,34
125,6,25,2022,3,23
125,6,25,2022,4,12
125,6,25,2022,5,2
125,6,25,2022,6,3
125,6,25,2022,7,5
125,6,25,2022,8,9
125,6,25,2022,9,7
125,6,25,2022,10,21
125,6,25,2022,11,29
125,6,25,2022,12,28
125,6,25,2022,13,36
125,6,25,2022,14,37
125,6,25,2022,15,33
125,6,25,2022,16,41
125,6,25,2022,17,43
125,6,25,2022,18,41
125,6,25,2022,19,40
125,6,25,2022,20,40
125,6,25,2022,21,32
125,6,25,2022,22,27
125,6,25,2022,23,35
125,6,25,2022,24,0
125,6,26,2022,0,39
125,6,26,2022,1,49
125,6,26,2022,2,28
125,6,26,2022,3,14
125,6,26,2022,4,8
125,6,26,2022,5,2
125,6,26,2022,6,1
125,6,26,2022,7,5
125,6,26,2022,8,8
125,6,26,2022,9,9
125,6,26,2022,10,20
125,6,26,2022,11,25
125,6,26,2022,12,13
125,6,26,2022,13,16
125,6,26,2022,14,17
125,6,26,2022,15,20
125,6,26,2022,16,30
125,6,26,2022,17,15
125,6,26,2022,18,24
125,6,26,2022,19,37
125,6,26,2022,20,28
125,6,26,2022,21,26
125,6,26,2022,22,22
125,6,26,2022,23,19
125,6,26,2022,24,0
125,6,27,2022,0,15
125,6,27,2022,1,7
125,6,27,2022,2,12
125,6,27,2022,3,1
125,6,27,2022,4,4
125,6,27,2022,5,4
125,6,27,2022,6,10
125,6,27,2022,7,26
125,6,27,2022,8,33
125,6,27,2022,9,33
125,6,27,2022,10,17
125,6,27,2022,11,24
125,6,27,2022,12,28
125,6,27,2022,13,21
125,6,27,2022,14,22
125,6,27,2022,15,25
125,6,27,2022,16,18
125,6,27,2022,17,21
125,6,27,2022,18,34
125,6,27,2022,19,25
125,6,27,2022,20,32
125,6,27,2022,21,34
125,6,27,2022,22,26
125,6,27,2022,23,9
125,6,27,2022,24,0
125,6,28,2022,0,7
125,6,28,2022,1,3
125,6,28,2022,2,1
125,6,28,2022,3,1
125,6,28,2022,4,2
125,6,28,2022,5,5
125,6,28,2022,6,11
125,6,28,2022,7,21
125,6,28,2022,8,26
125,6,28,2022,9,26
125,6,28,2022,10,25
125,6,28,2022,11,30
125,6,28,2022,12,33
125,6,28,2022,13,27
125,6,28,2022,14,27
125,6,28,2022,15,15
125,6,28,2022,16,30
125,6,28,2022,17,28
125,6,28,2022,18,32
125,6,28,2022,19,35
125,6,28,2022,20,32
125,6,28,2022,21,39
125,6,28,2022,22,54
125,6,28,2022,23,45
125,6,28,2022,24,0
125,6,29,2022,0,12
125,6,29,2022,1,9
125,6,29,2022,2,3
125,6,29,2022,3,1
125,6,29,2022,4,3
125,6,29,2022,5,2
125,6,29,2022,6,14
125,6,29,2022,7,21
125,6,29,2022,8,24
125,6,29,2022,9,26
125,6,29,2022,10,30
125,6,29,2022,11,23
125,6,29,2022,12,27
125,6,29,2022,13,25
125,6,29,2022,14,28
125,6,29,2022,15,12
125,6,29,2022,16,23
125,6,29,2022,17,23
125,6,29,2022,18,27
125,6,29,2022,19,44
125,6,29,2022,20,39
125,6,29,2022,21,50
125,6,29,2022,22,29
125,6,29,2022,23,34
125,6,29,2022,24,0
125,6,30,2022,0,12
125,6,30,2022,1,7
125,6,30,2022,2,4
125,6,30,2022,3,5
125,6,30,2022,4,3
125,6,30,2022,5,6
125,6,30,2022,6,14
125,6,30,2022,7,16
125,6,30,2022,8,26
125,6,30,2022,9,22
125,6,30,2022,10,29
125,6,30,2022,11,39
125,6,30,2022,12,31
125,6,30,2022,13,28
125,6,30,2022,14,20
125,6,30,2022,15,21
125,6,30,2022,16,13
125,6,30,2022,17,18
125,6,30,2022,18,22
125,6,30,2022,19,46
125,6,30,2022,20,33
125,6,30,2022,21,38
125,6,30,2022,22,57
125,6,30,2022,23,37
125,6,30,2022,24,0
126,6,1,2022,0,0
126,6,1,2022,1,0
126,6,1,2022,2,1
126,6,1,2022,3,0
126,6,1,2022,4,0
126,6,1,2022,5,0
126,6,1,2022,6,0
126,6,1,2022,7,1
126,6,1,2022,8,0
126,6,1,2022,9,0
126,6,1,2022,10,1
126,6,1,2022,11,0
126,6,1,2022,12,0
126,6,1,2022,13,0
126,6,1,2022,14,0
126,6,1,2022,15,0
126,6,1,2022,16,0
126,6,1,2022,17,0
126,6,1,2022,18,1
126,6,1,2022,19,0
126,6,1,2022,20,0
126,6,1,2022,21,0
126,6,1,2022,22,0
126,6,1,2022,23,0
126,6,1,2022,24,0
126,6,2,2022,0,0
126,6,2,2022,1,0
126,6,2,2022,2,0
126,6,2,2022,3,0
126,6,2,2022,4,0
126,6,2,2022,5,0
126,6,2,2022,6,0
126,6,2,2022,7,0
126,6,2,2022,8,0
126,6,2,2022,9,0
126,6,2,2022,10,0
126,6,2,2022,11,0
126,6,2,2022,12,0
126,6,2,2022,13,0
126,6,2,2022,14,0
126,6,2,2022,15,0
126,6,2,2022,16,0
126,6,2,2022,17,0
126,6,2,2022,18,0
126,6,2,2022,19,0
126,6,2,2022,20,0
126,6,2,2022,21,0
126,6,2,2022,22,0
126,6,2,2022,23,0
126,6,2,2022,24,0
126,6,3,2022,0,0
126,6,3,2022,1,0
126,6,3,2022,2,0
126,6,3,2022,3,0
126,6,3,2022,4,0
126,6,3,2022,5,0
126,6,3,2022,6,0
126,6,3,2022,7,1
126,6,3,2022,8,0
126,6,3,2022,9,0
126,6,3,2022,10,0
126,6,3,2022,11,0
126,6,3,2022,12,0
126,6,3,2022,13,0
126,6,3,2022,14,3
126,6,3,2022,15,1
126,6,3,2022,16,0
126,6,3,2022,17,0
126,6,3,2022,18,0
126,6,3,2022,19,0
126,6,3,2022,20,0
126,6,3,2022,21,0
126,6,3,2022,22,0
126,6,3,2022,23,0
126,6,3,2022,24,0
126,6,4,2022,0,0
126,6,4,2022,1,0
126,6,4,2022,2,0
126,6,4,2022,3,0
126,6,4,2022,4,1
126,6,4,2022,5,0
126,6,4,2022,6,0
126,6,4,2022,7,0
126,6,4,2022,8,0
126,6,4,2022,9,0
126,6,4,2022,10,0
126,6,4,2022,11,0
126,6,4,2022,12,0
126,6,4,2022,13,0
126,6,4,2022,14,0
126,6,4,2022,15,0
126,6,4,2022,16,0
126,6,4,2022,17,0
126,6,4,2022,18,0
126,6,4,2022,19,0
126,6,4,2022,20,0
126,6,4,2022,21,0
126,6,4,2022,22,1
126,6,4,2022,23,0
126,6,4,2022,24,0
126,6,5,2022,0,0
126,6,5,2022,1,0
126,6,5,2022,2,0
126,6,5,2022,3,0
126,6,5,2022,4,0
126,6,5,2022,5,0
126,6,5,2022,6,0
126,6,5,2022,7,0
126,6,5,2022,8,0
126,6,5,2022,9,0
126,6,5,2022,10,0
126,6,5,2022,11,2
126,6,5,2022,12,0
126,6,5,2022,13,0
126,6,5,2022,14,0
126,6,5,2022,15,0
126,6,5,2022,16,0
126,6,5,2022,17,0
126,6,5,2022,18,0
126,6,5,2022,19,0
126,6,5,2022,20,0
126,6,5,2022,21,0
126,6,5,2022,22,0
126,6,5,2022,23,0
126,6,5,2022,24,0
126,6,6,2022,0,0
126,6,6,2022,1,0
126,6,6,2022,2,0
126,6,6,2022,3,0
126,6,6,2022,4,0
126,6,6,2022,5,1
126,6,6,2022,6,0
126,6,6,2022,7,0
126,6,6,2022,8,0
126,6,6,2022,9,0
126,6,6,2022,10,0
126,6,6,2022,11,0
126,6,6,2022,12,0
126,6,6,2022,13,0
126,6,6,2022,14,0
126,6,6,2022,15,0
126,6,6,2022,16,0
126,6,6,2022,17,0
126,6,6,2022,18,0
126,6,6,2022,19,0
126,6,6,2022,20,0
126,6,6,2022,21,0
126,6,6,2022,22,0
126,6,6,2022,23,0
126,6,6,2022,24,0
126,6,7,2022,0,0
126,6,7,2022,1,0
126,6,7,2022,2,0
126,6,7,2022,3,0
126,6,7,2022,4,0
126,6,7,2022,5,0
126,6,7,2022,6,0
126,6,7,2022,7,1
126,6,7,2022,8,0
126,6,7,2022,9,0
126,6,7,2022,10,0
126,6,7,2022,11,1
126,6,7,2022,12,0
126,6,7,2022,13,0
126,6,7,2022,14,0
126,6,7,2022,15,0
126,6,7,2022,16,0
126,6,7,2022,17,0
126,6,7,2022,18,0
126,6,7,2022,19,0
126,6,7,2022,20,0
126,6,7,2022,21,0
126,6,7,2022,22,0
126,6,7,2022,23,0
126,6,7,2022,24,0
126,6,8,2022,0,0
126,6,8,2022,1,0
126,6,8,2022,2,0
126,6,8,2022,3,0
126,6,8,2022,4,0
126,6,8,2022,5,1
126,6,8,2022,6,0
126,6,8,2022,7,0
126,6,8,2022,8,0
126,6,8,2022,9,1
126,6,8,2022,10,1
126,6,8,2022,11,0
126,6,8,2022,12,0
126,6,8,2022,13,0
126,6,8,2022,14,0
126,6,8,2022,15,0
126,6,8,2022,16,0
126,6,8,2022,17,0
126,6,8,2022,18,0
126,6,8,2022,19,0
126,6,8,2022,20,0
126,6,8,2022,21,0
126,6,8,2022,22,0
126,6,8,2022,23,0
126,6,8,2022,24,0
126,6,9,2022,0,0
126,6,9,2022,1,0
126,6,9,2022,2,0
126,6,9,2022,3,0
126,6,9,2022,4,0
126,6,9,2022,5,0
126,6,9,2022,6,1
126,6,9,2022,7,1
126,6,9,2022,8,0
126,6,9,2022,9,0
126,6,9,2022,10,0
126,6,9,2022,11,0
126,6,9,2022,12,0
126,6,9,2022,13,0
126,6,9,2022,14,0
126,6,9,2022,15,0
126,6,9,2022,16,1
126,6,9,2022,17,0
126,6,9,2022,18,0
126,6,9,2022,19,0
126,6,9,2022,20,0
126,6,9,2022,21,0
126,6,9,2022,22,0
126,6,9,2022,23,0
126,6,9,2022,24,0
126,6,10,2022,0,0
126,6,10,2022,1,1
126,6,10,2022,2,0
126,6,10,2022,3,0
126,6,10,2022,4,0
126,6,10,2022,5,0
126,6,10,2022,6,0
126,6,10,2022,7,1
126,6,10,2022,8,0
126,6,10,2022,9,0
126,6,10,2022,10,0
126,6,10,2022,11,0
126,6,10,2022,12,0
126,6,10,2022,13,0
126,6,10,2022,14,0
126,6,10,2022,15,1
126,6,10,2022,16,0
126,6,10,2022,17,0
126,6,10,2022,18,0
126,6,10,2022,19,0
126,6,10,2022,20,0
126,6,10,2022,21,0
126,6,10,2022,22,1
126,6,10,2022,23,0
126,6,10,2022,24,0
126,6,11,2022,0,0
126,6,11,2022,1,0
126,6,11,2022,2,0
126,6,11,2022,3,0
126,6,11,2022,4,0
126,6,11,2022,5,0
126,6,11,2022,6,0
126,6,11,2022,7,0
126,6,11,2022,8,0
126,6,11,2022,9,0
126,6,11,2022,10,0
126,6,11,2022,11,0
126,6,11,2022,12,0
126,6,11,2022,13,0
126,6,11,2022,14,0
126,6,11,2022,15,0
126,6,11,2022,16,0
126,6,11,2022,17,0
126,6,11,2022,18,0
126,6,11,2022,19,0
126,6,11,2022,20,0
126,6,11,2022,21,0
126,6,11,2022,22,0
126,6,11,2022,23,0
126,6,11,2022,24,0
126,6,12,2022,0,0
126,6,12,2022,1,0
126,6,12,2022,2,0
126,6,12,2022,3,0
126,6,12,2022,4,0
126,6,12,2022,5,0
126,6,12,2022,6,0
126,6,12,2022,7,1
126,6,12,2022,8,0
126,6,12,2022,9,0
126,6,12,2022,10,0
126,6,12,2022,11,0
126,6,12,2022,12,0
126,6,12,2022,13,0
126,6,12,2022,14,0
126,6,12,2022,15,0
126,6,12,2022,16,0
126,6,12,2022,17,0
126,6,12,2022,18,0
126,6,12,2022,19,0
126,6,12,2022,20,0
126,6,12,2022,21,0
126,6,12,2022,22,0
126,6,12,2022,23,0
126,6,12,2022,24,0
126,6,13,2022,0,0
126,6,13,2022,1,0
126,6,13,2022,2,0
126,6,13,2022,3,0
126,6,13,2022,4,0
126,6,13,2022,5,0
126,6,13,2022,6,0
126,6,13,2022,7,1
126,6,13,2022,8,0
126,6,13,2022,9,0
126,6,13,2022,10,0
126,6,13,2022,11,0
126,6,13,2022,12,0
126,6,13,2022,13,0
126,6,13,2022,14,0
126,6,13,2022,15,0
126,6,13,2022,16,0
126,6,13,2022,17,0
126,6,13,2022,18,0
126,6,13,2022,19,0
126,6,13,2022,20,0
126,6,13,2022,21,0
126,6,13,2022,22,0
126,6,13,2022,23,1
126,6,13,2022,24,0
126,6,14,2022,0,0
126,6,14,2022,1,0
126,6,14,2022,2,0
126,6,14,2022,3,0
126,6,14,2022,4,0
126,6,14,2022,5,0
126,6,14,2022,6,0
126,6,14,2022,7,0
126,6,14,2022,8,1
126,6,14,2022,9,0
126,6,14,2022,10,0
126,6,14,2022,11,0
126,6,14,2022,12,0
126,6,14,2022,13,0
126,6,14,2022,14,0
126,6,14,2022,15,0
126,6,14,2022,16,0
126,6,14,2022,17,0
126,6,14,2022,18,0
126,6,14,2022,19,0
126,6,14,2022,20,1
126,6,14,2022,21,0
126,6,14,2022,22,0
126,6,14,2022,23,0
126,6,14,2022,24,0
126,6,15,2022,0,0
126,6,15,2022,1,0
126,6,15,2022,2,0
126,6,15,2022,3,0
126,6,15,2022,4,0
126,6,15,2022,5,0
126,6,15,2022,6,0
126,6,15,2022,7,0
